years of age and older, weighing up to 77 lb. The 6V battery and charger are
included. Backed by a limited 1-year warranty on the vehicle, a limited 6-month
warranty on the battery, and the support of a dedicated U.S. Customer Service
1040,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_20_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Stroller_Quilting_Detail.jpg?v=1628647475,19,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1041,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_21_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Wheels.jpg?v=1628647475,20,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1042,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_22_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Stroller_Basket.jpg?v=1628647475,21,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1043,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_23_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Stroller_Basket_Full.jpg?v=1628647475,22,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1044,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_24_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Recline_Adjust.jpg?v=1628647475,23,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1045,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_25_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Foot_Brake.jpg?v=1628647475,24,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1046,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_26_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Fold_Trigger.jpg?v=1628647475,25,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1047,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_27_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_Stroller_Harness.jpg?v=1628647475,26,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1048,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_28_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_V3.jpg?v=1628647475,27,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1049,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_29_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_V2.jpg?v=1628647475,28,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1050,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_30_Clover_Sport_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Profile.jpg?v=1628647475,29,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1051,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_31_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Canopy.jpg?v=1628647475,30,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1052,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_32_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Fabric_Detail.jpg?v=1628647475,31,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1053,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_33_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_5_Point_Harness.jpg?v=1628647475,32,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1054,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_34_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Insert.jpg?v=1628647475,33,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1055,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_35_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Base.jpg?v=1628647475,34,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1056,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_36_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Recline_Indicator.jpg?v=1628647475,35,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1057,clover-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512400_37_Clover_TravelSystem_with_LiteMaxICS_Blue_Apis_ICS_Base_Leveling_Foot.jpg?v=1628647475,36,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1058,clover-sport-car-seats-and-stroller-travel-systems,Clover Sport Travel System with LiteMax Infant Car Seat,"<p>The Clover Sport
Travel System with LiteMax™ Rear-Facing Infant Car seat makes it easy,
convenient and fun to explore the world with your little lucky charm. Designed
for children weighing 4 – 50 lb, the Clover Sport adapts as your baby grows,
offering you three modes of use in one affordable, lightweight package. Start
with infant car seat mode for safe travels when you’re toting a newborn. Move
on to comfort mode to recline your child, create a cozy, safe place to nap, and
get them out of their car seat quickly and easily. Then, when the time is
right, switch to toddler mode which also reclines<u>.</u></p><p>As you travel, the large cruiser tires and ergonomic handle deliver a smooth
ride. For added convenience, the travel system also includes a stay-in-car
base, making it a breeze to switch the LiteMax Sport Infant car seat from
vehicle to stroller. Everyday conveniences like a child tray, self-standing
design, and extra storage for parent items make it the ideal travel system for
life on-the-go.</p>

<p>At Evenflo®, we go
above and beyond government standards to create car seats and bases that are
safe. The LiteMax Sport Infant Car Seat is side impact and
rollover tested, as well as tested for structural integrity
at energy levels approximately 2x the federal crash standard.</p>

<p>If you need help
installing your car seat base, our ParentLink® customer service experts offer
help online in real time. Get live video support with a certified car seat
safety technician to ensure proper vehicle installation, so you can drive with
confidence knowing your child is protected. </p>

<p>It's been 100
years and Evenflo continues to push the boundaries in baby and children’s gear
design and innovation. We meet the needs of new generations of parents by
focusing on what they really care about: leading-edge safety, smart design and
technology, and convenient features that help them enjoy the journey of
parenthood.</p>",Evenflo,,,"1 child, adjustable handle, carry handle, Closeout, clover, clover sport, compact fold, evenflo, FG, full size stroller, LATCH connector, Outlet, travel system",True,Color,Atlantic Chevron Blue,,,,,55512394,19050.87954,shopify,deny,manual,102.75,169.99,True,True,32884201563.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zhmgmyuyhtzup0pjgydp_fbdd6cb0-b06d-410e-99df-a41b7704b307.jpg?v=1649281096,1,,False,Clover Sport Travel System with LiteMax Infant Car Seat - Evenflo® Official Site,"For added convenience, it includes a stay-in-car base, making it a breeze to switch the LiteMax Sport Infant car seat from vehicle to stroller. A child tray, self-standing design and extra storage for parent items make it ideal for life on-the-go.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zhmgmyuyhtzup0pjgydp_fbdd6cb0-b06d-410e-99df-a41b7704b307.jpg?v=1649281096,lb,,,active,0 - 5 yrs,expectant - 1 yr
1059,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_2_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Duo_Back.jpg?v=1628647396,2,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1060,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_3_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_3Modes.jpg?v=1628647396,3,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1061,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_4_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Mode.jpg?v=1628647399,4,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1062,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_5_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Comfort_Mode.jpg?v=1628647399,5,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1063,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_6_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Toddler_Mode.jpg?v=1628647405,6,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1064,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_7_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Folded.jpg?v=1628647405,7,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1065,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_8_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Folded_Dims.jpg?v=1628647407,8,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1066,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_9_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_V2.jpg?v=1628647407,9,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1067,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_10_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Duo_Nested.jpg?v=1628647407,10,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1068,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_11_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Duo_Nested_Top_View.jpg?v=1628647407,11,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1069,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_12_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Comfort_Mode_Flap.jpg?v=1628647407,12,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1070,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_13_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Quilting_Detail.jpg?v=1628647407,13,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1071,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_14_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Parent_Tray.jpg?v=1628647407,14,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1072,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_15_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Child_Tray.jpg?v=1628647407,15,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1073,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_16_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Child_Tray_Remove.jpg?v=1628647407,16,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1074,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_17_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Canopy_Angle.jpg?v=1628647407,17,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1075,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_18_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Canopy_Profile.jpg?v=1628647409,18,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1076,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_19_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_PeekABoo_Window.jpg?v=1628647409,19,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1077,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_20_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Wheels.jpg?v=1628647409,20,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1078,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_21_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Basket.jpg?v=1628647409,21,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1079,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_22_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Basket_Full.jpg?v=1628647409,22,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1080,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_23_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Recline_Adjust.jpg?v=1628647409,23,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1081,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_24_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Foot_Brake.jpg?v=1628647409,24,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1082,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_25_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Fold_Trigger.jpg?v=1628647410,25,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1083,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_26_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_Stroller_Harness.jpg?v=1628647410,26,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1084,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_27_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_V3.jpg?v=1628647410,27,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1085,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_28_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_V2.jpg?v=1628647410,28,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1086,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_29_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Profile.jpg?v=1628647410,29,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1087,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_30_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Canopy.jpg?v=1628647410,30,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1088,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_31_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Quilting_Detail.jpg?v=1628647410,31,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1089,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_32_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_5_Point_Harness.jpg?v=1628647410,32,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1090,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_33_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Base.jpg?v=1628647410,33,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1091,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_34_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Recline_Indicator.jpg?v=1628647410,34,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1092,clover-sport-car-seats-and-stroller-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/55512394_35_Clover_Sport_TravelSystem_with_LiteMaxICS_Atlantic_Chevron_ICS_Base_Leveling_Foot.jpg?v=1628647410,35,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
1093,easy-baby-carrier,Soft Infant Carrier,"<p>Whether a quick dash to the store or a casual hike, the Evenflo® Infant Carrier gives you the freedom to conquer your day hands-free while still bonding with baby. For use with babies 7 to 26 lb., the Infant Carrier offers two carrying options to position your child facing inward for close, personal interactions; or outward to see the world when your baby can hold her head and neck unassisted. The Infant Carrier features a little extra padding in the places that count, like in the shoulder pads for parents and in the head support to cradle baby’s precious head.<br>This soft baby carrier is simple and safe to use with the convenient, single side-entry, and the patented adjustable back strap design. The crisscross straps on the back distribute your child's weight evenly across your back and shoulders for comfortable wearing. And you’ll love how easy it is to clean with machine-washable fabric. <br><br>For 100 years, Evenflo has been a worldwide leader in the development of innovative infant care and juvenile products. Their award-winning products enhance parenting experiences and baby's development, earning families' trust as they care for their newest and most precious family members.<br></p>",Evenflo,Baby & Toddler > Baby Transport > Baby Carriers,Baby Carrier,"FG, Sale",True,Color,Creamsicle Black,,,,,08411437,408.233133,shopify,deny,manual,19.99,,True,True,32884179671.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/fg1xykjrsilkv1whiun1.jpg?v=1649281120,1,,False,Soft Infant Carrier - Evenflo® Official Site,The Infant Carrier is the perfect carrier for any parent on-the-go. Features a little extra padding in the places that count – in the shoulder pads for parents and in the head support and leg holes for baby.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/fg1xykjrsilkv1whiun1.jpg?v=1649281120,lb,,,active,0 - 1 yr,expectant - 6 mos
1094,easy-baby-carrier,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/08411437_8_InfantCarrier_Creamsicle_BackCrossStraps.jpg?v=1628698838,2,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1095,easy-baby-carrier,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/08411437_10_InfantCarrier_Creamsicle_Bib.jpg?v=1628698841,3,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1096,easy-baby-carrier,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/wovfzhsrfa2uol92jm4s.jpg?v=1649281120,4,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1097,easy-walk-thru-baby-gate,Easy Walk Thru Baby Gate," For everyday, high-traffic doorways, the Evenflo® Easy Walk-Thru™ Baby Gate is the perfect solution for keeping children and pets from unsafe conditions. With a standard width, this gate accommodates openings 29"" - 39"". (Gate not suitable for openings between 33""-35"".) The gate opens in both directions, giving you flexibility to walk through with ease no matter which side you are on. The one-hand Easy Glide™ handle features a safety lock indicator, letting you know when the gate is securely closed. The pressure-mount installation method doesn’t require tools, sets up in seconds and won’t leave marks on your home’s interior.   <br>  It's been 100 years and Evenflo continues to push the boundaries in baby and children’s gear design and innovation. We meet the needs of new generations of parents by focusing on what they really care about: leading-edge safety, smart design and technology, and convenient features that help them enjoy the journey of parenthood. ",Evenflo,Baby & Toddler > Baby Safety > Baby & Pet Gates,Baby Gate,"Criteo Non Recommendable, FG",True,Color,White,,,,,4486100,5579.186151,shopify,deny,manual,63.99,,True,True,32884187201.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/htywmvfypquzbzmwik9m.jpg?v=1649331930,1,,False,Easy Walk Thru Baby Gate - Evenflo® Official Site,"For everyday, high-trafﬁc doorways, the Evenﬂo® Easy Walk-Thru™ Baby Gate is the perfect solution for keeping children and pets from unsafe conditions.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/htywmvfypquzbzmwik9m.jpg?v=1649331930,lb,,,active,4 mos - 3 yrs,4 mos +
1098,easy-walk-thru-baby-gate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/4486100_EasyWalkThru_Gate_White_RedGreenIndicator_large_4c239424-8efa-41d9-9c62-f2bab93d5299.jpg?v=1628910144,2,,,,,,,,,,,,,,,,,,,,,,,4 mos - 3 yrs,4 mos +
1099,easy-walk-thru-baby-gate,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/w2toncwldgcubxqo84f4.png?v=1649331929,3,,,,,,,,,,,,,,,,,,,,,,,4 mos - 3 yrs,4 mos +
1100,everystage-sensorsafe-convertible-car-seat,EveryStage All-In-One Convertible Car Seat with SensorSafe + Easy Click Install,"<p>Part of the Evenflo® Gold line, the EveryStage™ All-in-One Car Seat
delivers for parents who appreciate sleek, modern design, leading-edge
connectivity, and comfort that won’t quit. Designed for a decade of use, the
EveryStage keeps pace with growing kids, from birth to toddlerhood and beyond.
This premium quality car seat also makes every journey happier and safer — and
everyday parenting a little easier. Babes, toddlers and kids love the feel and
comfort of extra cushioning, plus the convenience of two removable,
dishwasher-safe cupholders that keep drinks and bottles within reach. Parents
love EasyClick™ Installation, which allows them to get a wiggle-free seat in
just 60 seconds. And for every step and stage of childhood,
you can rely on SensorSafe™ Technology to send alerts to your phone if your child is
seated too long or the backseat gets too hot. It’s a game changer for parents
who love the feeling of constant connection.</p>

<p>Evenflo® Gold EveryStage
Smart All-in-One Convertible Car Seat is a product of Evenflo, a trusted
source of precision-manufactured, high-quality children products for over 100
years. Our team takes a proactive approach to the design of our strollers and
travel systems, delivering value and convenience with a relentless focus on
safety. If you need tips on ensuring the safest ride for your child, our
ParentLink® customer service experts are ready to guide you. </p>",Evenflo Gold,,,"Closeout, FG, Outlet",True,Color,Moonstone Gray,,,,,39212311,15331.422106,shopify,deny,manual,209.75,299.99,True,True,32884199433.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ejtkrvvlq4rt1l8fpq6n.jpg?v=1649945516,1,,False,Evenflo® Gold EveryStage All-In-One Convertible Car Seat with SensorSafe + Easy Click Install - Evenflo® Official Site,"Parents love EasyClick™ Installation, which allows them to get a wiggle-free seat in just 60 seconds. You can rely on SensorSafe™ to send alerts to your phone if your child is seated too long or the backseat gets too hot.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ejtkrvvlq4rt1l8fpq6n.jpg?v=1649945516,lb,,,active,0 - 4 yrs,6 mos - 18 mos
